title,url
Nasib Kementerian BUMN Usai Prabowo 'Reshuffle' Erick Thohir,https://finance.detik.com/berita-ekonomi-bisnis/d-8117275/nasib-kementerian-bumn-usai-prabowo-reshuffle-erick-thohir
"Hasil Liga Champions Tadi Malam: PSG, Bayern, Inter, Liverpool Menang",https://sport.detik.com/sepakbola/uefa/d-8117568/hasil-liga-champions-tadi-malam-psg-bayern-inter-liverpool-menang
"Cerita Bima Dilaporkan Hilang saat Demo di Kwitang, Ternyata Jualan di Malang",https://news.detik.com/berita/d-8117574/cerita-bima-dilaporkan-hilang-saat-demo-di-kwitang-ternyata-jualan-di-malang
The Reds Lagi-lagi Menang Dramatis,https://sport.detik.com/sepakbola/uefa/d-8117569/the-reds-lagi-lagi-menang-dramatis
Terungkap soal Kartu Nama Kacab Bank Ilham yang Berujung Petaka,https://news.detik.com/berita/d-8117593/terungkap-soal-kartu-nama-kacab-bank-ilham-yang-berujung-petaka
Lihat Selengkapnya,https://www.detik.com/terpopuler
